"id","mean"
1,NA
2,NA
3,0.864870520830154
4,0.852809698051876
5,0.840115212423857
6,0.833240389823914
7,0.782786524837667
8,0.759897125824805
9,0.751593768596649
10,0.846678669132837
11,0.836440087836466
12,0.827374254761179
13,0.821820900136349
14,0.818583146807109
15,0.817274596427847
16,0.814613511549175
17,0.803518345296937
18,0.789399291760002
19,0.782507872285922
20,0.771779388189316
21,0.82686972618103
22,0.816209526289077
23,0.812735061575897
24,0.81096320408277
25,0.816283556966134
26,0.821351164306691
27,0.823494478508278
28,0.822957236273789
29,0.820109623904322
30,0.81092678691134
31,0.795618332578586
32,0.781491876916682
33,0.76620833741294
34,0.759689671151778
35,0.804745124919074
36,0.814718835353851
37,0.821227502919012
38,0.824369868449179
39,0.82765067753449
40,0.832137776699858
41,0.832728630577037
42,0.823365932780933
43,0.803171659599651
44,0.790046192649612
45,0.786975944197023
46,0.802195231119792
47,0.831024668238184
48,0.804274514947139
49,0.762152019143105
50,0.808886342578464
51,0.815870192550844
52,0.822312133731665
53,0.82980126239895
54,0.835068238738142
55,0.833928451309969
56,0.824781541730843
57,0.817953026221122
58,0.816636486921781
59,0.821582941873836
60,0.83060350074064
61,0.838331253684346
62,0.842912862959661
63,0.83463450174154
64,0.804632058298146
65,0.75101801035178
66,0.669563567265868
67,NA
68,0.799349564593285
69,0.806335737307866
70,0.813761191235648
71,0.822057148989509
72,0.828931207642143
73,0.831510054844397
74,0.828610011175567
75,0.827215000803088
76,0.829254551434223
77,0.833526271620607
78,0.838928756706509
79,0.844497947781174
80,0.847681963950201
81,0.840532534468321
82,0.818068021241529
83,0.777071956520766
84,0.710066271494634
85,0.675518837468377
86,0.79629361417872
87,0.798877471664785
88,0.80299942575249
89,0.806441299860774
90,0.809328424889324
91,0.811092280874065
92,0.81114739841885
93,0.810096877668968
94,0.812729657865038
95,0.819244735381182
96,0.827066565673657
97,0.834088216225306
98,0.838236907533571
99,0.838965748008147
100,0.83649575145416
101,0.829371638547361
102,0.815715344100675
103,0.791927400952071
104,0.755189326385524
105,0.761521268974651
106,0.801182046532631
107,0.803262289423142
108,0.803431754373014
109,0.803948452659682
110,0.803166792900474
111,0.800065894737656
112,0.793473307603325
113,0.785390665317759
114,0.778810700332677
115,0.777835866594626
116,0.785170407641319
117,0.797300675313932
118,0.809055321941189
119,0.816858300824224
120,0.816180201592269
121,0.811734945750704
122,0.812441125880053
123,0.818458311535694
124,0.825404434422262
125,0.829673361079192
126,0.828970389969555
127,0.826389344807329
128,0.825529440147121
129,0.796214719950143
130,0.796384429490125
131,0.799213509132833
132,0.799636506956387
133,0.798285000486138
134,0.793923349108225
135,0.784617577113357
136,0.774051365293102
137,0.763740647170279
138,0.759071164437242
139,0.765762851954742
140,0.786562946459926
141,0.803192702968136
142,0.813706037071016
143,0.817564707111429
144,0.809934313001196
145,0.796320910255114
146,0.797585698005594
147,0.803350828831492
148,0.806265980925089
149,0.80311898537624
150,0.795957268842685
151,0.793397857165485
152,0.794765599926964
153,0.768535621166229
154,0.774850159493926
155,0.784955444094402
156,0.792254089896654
157,0.797738596699596
158,0.799568165556278
159,0.793775899393748
160,0.785867910369549
161,0.771297236504378
162,0.753010854784366
163,0.761570156247992
164,0.786377100383534
165,0.808554447027226
166,0.822316183373819
167,0.837034562639162
168,0.825816547169405
169,0.78604664950589
170,0.776948360641018
171,0.77849600946202
172,0.775742800212374
173,0.763589151934081
174,0.745407685276546
175,0.739981635723239
176,0.749444047436443
177,0.746579865614573
178,0.734945515791575
179,0.739958317853017
180,0.75973363827776
181,0.777924849511751
182,0.791845023062578
183,0.801241761510553
184,0.802355550022589
185,0.79986829331676
186,0.784584023679296
187,0.764736711180636
188,0.767999335755537
189,0.791974423108277
190,0.813532832401251
191,0.825852458859667
192,0.840516163795083
193,0.826212307401732
194,0.776939386938825
195,0.761858794424269
196,0.759291516994339
197,0.752126312918133
198,0.735052307630763
199,0.715732098404878
200,0.711058589227406
201,0.725258513992908
202,0.741422301874711
203,0.721034322466169
204,0.73637428487602
205,0.754881445304815
206,0.77381513805853
207,0.799428269805678
208,0.801698092013429
209,0.7915760219833
210,0.78054905872719
211,0.784311778199526
212,0.798852780166967
213,0.811952141375324
214,0.818217106991344
215,0.825310112701522
216,0.810477947097978
217,0.76912428420267
218,0.753807051130283
219,0.748660627533408
220,0.743423586826266
221,0.732568998947556
222,0.721817483894186
223,0.720292143983605
224,0.729531482933394
225,0.74360681168827
226,0.753729697959176
227,0.721757806837559
228,0.73543416261673
229,0.779935881966039
230,0.788875082721476
231,0.790550201341806
232,0.792830165900986
233,0.798054262508754
234,0.804418192385069
235,0.808837132264174
236,0.809036845864813
237,0.809373031059901
238,0.795969636795018
239,0.766060287071988
240,0.753990111787335
241,0.750873194227582
242,0.749610422873029
243,0.74516030522733
244,0.740067726600541
245,0.739517598759894
246,0.741607686846314
247,0.741263164219513
248,0.733488069937917
249,0.711252570152283
250,0.760997315247854
251,0.773020474079214
252,0.790182298110201
253,0.799354836896614
254,0.806967669799004
255,0.811732351195579
256,0.810007089082106
257,0.803717690853425
258,0.789426841961792
259,0.768676254300424
260,0.758977109451353
261,0.755716859709983
262,0.755578493630445
263,0.756055542532309
264,0.757075775098177
265,0.759138777116199
266,0.756278129964093
267,0.741768635165544
268,0.709652232127293
269,0.679114093383153
270,0.732123066981634
271,0.747316678039363
272,0.757739093709499
273,0.777203358801795
274,0.80265711247921
275,0.820919528700947
276,0.823032327456239
277,0.812070081631343
278,0.79452815905116
279,0.77785612937109
280,0.76779605558625
281,0.760309914553087
282,0.759861121207108
283,0.766604045474971
284,0.775060765883502
285,0.78085272455657
286,0.776411781513613
287,0.755803478904712
288,0.712047368585073
289,0.673388078808784
290,0.680340826511383
291,0.669107536620953
292,0.717753123801412
293,0.775811645654168
294,0.815190109281777
295,0.823860428302117
296,0.817633757793825
297,0.805906732602103
298,0.795021111474318
299,0.786935826921775
300,0.779630479103141
301,0.779222362766079
302,0.786536196283266
303,0.794970132281623
304,0.799444866725822
305,0.794402966862319
306,0.775243362145765
307,0.734012414173908
308,0.616133987903595
309,0.658944459632039
310,0.72457053437829
311,0.808957945216786
312,0.810643063261618
313,0.812986773252487
314,0.815373004067178
315,0.813750121696496
316,0.810117388397087
317,0.805368632467744
318,0.804573665430516
319,0.80789204236166
320,0.810858472499972
321,0.8108791232477
322,0.805541810256983
323,0.796390645866153
324,0.804390568157722
325,0.810420076052348
326,0.812538624929151
327,0.816432587158533
328,0.817572598558625
329,0.81887218448115
330,0.819596906135112
331,0.817706875162187
332,0.813763031988968
333,0.808980237814336
334,0.805662341849514
335,0.752070424556732
336,0.7802634379443
337,0.80614929339465
338,0.821052427522864
339,0.82730207866744
340,0.825494119739221
341,0.818469621318434
342,0.810596327376522
343,0.80707564424066
344,0.809778352181117
345,0.814594385928886
346,0.671203847485359
347,0.724448834491127
348,0.774616897675642
349,0.807667807875008
350,0.823565736626894
351,0.822019806062734
352,0.813204004289278
353,0.803910478029722
354,0.802318780835158
355,0.811232757973082
356,0.822305962877366
357,NA
358,0.758703768253326
359,0.816323271504155
360,0.81693253751661
361,0.80833380017737
362,0.799740625752343
363,0.79867450323175
364,0.809398015892064
365,0.825154913612354
366,0.840127976965313
367,0.850943377658502
368,0.814134561624683
369,0.811397386420714
370,0.807987152584015
371,0.811469319216702
372,0.817037556685653
373,0.827592992282414
374,0.839289376934369
375,0.841088126485164
376,0.811878270116346
377,0.80948812444255
378,0.802164293728866
379,0.807648803827898
380,0.805547172232613
381,0.800082888152148
382,0.758144378662109
383,0.761147243635995
